iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	Ar 	CO2 	H2O 	N2 	O1D 	O 	O2 	O3 	M 	
507 	 5.0078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.7752649552e-19 	8.0700292324e-06 	7.5000807689e-01 	2.5394060981e-08 	4.6373815300e-13 	
508 	 5.0178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.7091547051e-19 	8.0703196273e-06 	7.5000807719e-01 	2.5103371684e-08 	4.6373815300e-13 	
509 	 5.0278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.6438012268e-19 	8.0706066984e-06 	7.5000807747e-01 	2.4816009942e-08 	4.6373815300e-13 	
510 	 5.0378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.5791958575e-19 	8.0708904838e-06 	7.5000807776e-01 	2.4531937663e-08 	4.6373815300e-13 	
511 	 5.0478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.5153300335e-19 	8.0711710210e-06 	7.5000807804e-01 	2.4251117193e-08 	4.6373815300e-13 	
512 	 5.0578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.4521952892e-19 	8.0714483473e-06 	7.5000807832e-01 	2.3973511309e-08 	4.6373815300e-13 	
513 	 5.0678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.3897832557e-19 	8.0717224995e-06 	7.5000807859e-01 	2.3699083212e-08 	4.6373815300e-13 	
514 	 5.0778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.3280856603e-19 	8.0719935137e-06 	7.5000807886e-01 	2.3427796526e-08 	4.6373815300e-13 	
515 	 5.0878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.2670943247e-19 	8.0722614261e-06 	7.5000807913e-01 	2.3159615291e-08 	4.6373815300e-13 	
516 	 5.0978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.2068011642e-19 	8.0725262720e-06 	7.5000807940e-01 	2.2894503960e-08 	4.6373815300e-13 	
517 	 5.1078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.1471981868e-19 	8.0727880866e-06 	7.5000807966e-01 	2.2632427389e-08 	4.6373815300e-13 	
518 	 5.1178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.0882774919e-19 	8.0730469046e-06 	7.5000807992e-01 	2.2373350841e-08 	4.6373815300e-13 	
519 	 5.1278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.0300312694e-19 	8.0733027603e-06 	7.5000808017e-01 	2.2117239973e-08 	4.6373815300e-13 	
520 	 5.1378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.9724517985e-19 	8.0735556876e-06 	7.5000808043e-01 	2.1864060838e-08 	4.6373815300e-13 	
521 	 5.1478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.9155314468e-19 	8.0738057200e-06 	7.5000808068e-01 	2.1613779876e-08 	4.6373815300e-13 	
522 	 5.1578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.8592626694e-19 	8.0740528906e-06 	7.5000808092e-01 	2.1366363910e-08 	4.6373815300e-13 	
523 	 5.1678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.8036380077e-19 	8.0742972323e-06 	7.5000808117e-01 	2.1121780145e-08 	4.6373815300e-13 	
524 	 5.1778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.7486500883e-19 	8.0745387774e-06 	7.5000808141e-01 	2.0879996161e-08 	4.6373815300e-13 	
525 	 5.1878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.6942916224e-19 	8.0747775578e-06 	7.5000808165e-01 	2.0640979908e-08 	4.6373815300e-13 	
526 	 5.1978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.6405554047e-19 	8.0750136054e-06 	7.5000808189e-01 	2.0404699703e-08 	4.6373815300e-13 	
527 	 5.2078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.5874343121e-19 	8.0752469512e-06 	7.5000808212e-01 	2.0171124228e-08 	4.6373815300e-13 	
528 	 5.2178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.5349213033e-19 	8.0754776264e-06 	7.5000808235e-01 	1.9940222520e-08 	4.6373815300e-13 	
529 	 5.2278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.4830094176e-19 	8.0757056614e-06 	7.5000808258e-01 	1.9711963973e-08 	4.6373815300e-13 	
530 	 5.2378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.4316917737e-19 	8.0759310864e-06 	7.5000808281e-01 	1.9486318331e-08 	4.6373815300e-13 	
531 	 5.2478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.3809615693e-19 	8.0761539314e-06 	7.5000808303e-01 	1.9263255682e-08 	4.6373815300e-13 	
532 	 5.2578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.3308120801e-19 	8.0763742259e-06 	7.5000808325e-01 	1.9042746460e-08 	4.6373815300e-13 	
533 	 5.2678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.2812366584e-19 	8.0765919990e-06 	7.5000808347e-01 	1.8824761435e-08 	4.6373815300e-13 	
534 	 5.2778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.2322287329e-19 	8.0768072797e-06 	7.5000808368e-01 	1.8609271712e-08 	4.6373815300e-13 	
535 	 5.2878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.1837818073e-19 	8.0770200964e-06 	7.5000808390e-01 	1.8396248727e-08 	4.6373815300e-13 	
536 	 5.2978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.1358894599e-19 	8.0772304774e-06 	7.5000808411e-01 	1.8185664244e-08 	4.6373815300e-13 	
537 	 5.3078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.0885453423e-19 	8.0774384505e-06 	7.5000808431e-01 	1.7977490349e-08 	4.6373815300e-13 	
538 	 5.3178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	4.0417431790e-19 	8.0776440434e-06 	7.5000808452e-01 	1.7771699446e-08 	4.6373815300e-13 	
539 	 5.3278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.9954767660e-19 	8.0778472832e-06 	7.5000808472e-01 	1.7568264259e-08 	4.6373815300e-13 	
540 	 5.3378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.9497399707e-19 	8.0780481969e-06 	7.5000808493e-01 	1.7367157820e-08 	4.6373815300e-13 	
541 	 5.3478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.9045267304e-19 	8.0782468112e-06 	7.5000808512e-01 	1.7168353473e-08 	4.6373815300e-13 	
542 	 5.3578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.8598310519e-19 	8.0784431523e-06 	7.5000808532e-01 	1.6971824865e-08 	4.6373815300e-13 	
543 	 5.3678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.8156470107e-19 	8.0786372462e-06 	7.5000808552e-01 	1.6777545946e-08 	4.6373815300e-13 	
544 	 5.3778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.7719687499e-19 	8.0788291188e-06 	7.5000808571e-01 	1.6585490963e-08 	4.6373815300e-13 	
545 	 5.3878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.7287904799e-19 	8.0790187954e-06 	7.5000808590e-01 	1.6395634458e-08 	4.6373815300e-13 	
546 	 5.3978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.6861064773e-19 	8.0792063011e-06 	7.5000808609e-01 	1.6207951266e-08 	4.6373815300e-13 	
547 	 5.4078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.6439110840e-19 	8.0793916608e-06 	7.5000808627e-01 	1.6022416507e-08 	4.6373815300e-13 	
548 	 5.4178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.6021987069e-19 	8.0795748991e-06 	7.5000808645e-01 	1.5839005590e-08 	4.6373815300e-13 	
549 	 5.4278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.5609638170e-19 	8.0797560403e-06 	7.5000808664e-01 	1.5657694201e-08 	4.6373815300e-13 	
550 	 5.4378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.5202009483e-19 	8.0799351083e-06 	7.5000808681e-01 	1.5478458308e-08 	4.6373815300e-13 	
551 	 5.4478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.4799046975e-19 	8.0801121270e-06 	7.5000808699e-01 	1.5301274152e-08 	4.6373815300e-13 	
552 	 5.4578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.4400697233e-19 	8.0802871196e-06 	7.5000808717e-01 	1.5126118247e-08 	4.6373815300e-13 	
553 	 5.4678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.4006907453e-19 	8.0804601096e-06 	7.5000808734e-01 	1.4952967374e-08 	4.6373815300e-13 	
554 	 5.4778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.3617625438e-19 	8.0806311197e-06 	7.5000808751e-01 	1.4781798583e-08 	4.6373815300e-13 	
555 	 5.4878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.3232799585e-19 	8.0808001726e-06 	7.5000808768e-01 	1.4612589183e-08 	4.6373815300e-13 	
556 	 5.4978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.2852378886e-19 	8.0809672908e-06 	7.5000808785e-01 	1.4445316746e-08 	4.6373815300e-13 	
557 	 5.5078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.2476312914e-19 	8.0811324964e-06 	7.5000808801e-01 	1.4279959100e-08 	4.6373815300e-13 	
558 	 5.5178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.2104551819e-19 	8.0812958112e-06 	7.5000808818e-01 	1.4116494324e-08 	4.6373815300e-13 	
559 	 5.5278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.1737046324e-19 	8.0814572570e-06 	7.5000808834e-01 	1.3954900752e-08 	4.6373815300e-13 	
560 	 5.5378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.1373747714e-19 	8.0816168551e-06 	7.5000808850e-01 	1.3795156963e-08 	4.6373815300e-13 	
561 	 5.5478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.1014607832e-19 	8.0817746266e-06 	7.5000808866e-01 	1.3637241783e-08 	4.6373815300e-13 	
562 	 5.5578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.0659579073e-19 	8.0819305926e-06 	7.5000808881e-01 	1.3481134279e-08 	4.6373815300e-13 	
563 	 5.5678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.0308614377e-19 	8.0820847736e-06 	7.5000808897e-01 	1.3326813759e-08 	4.6373815300e-13 	
564 	 5.5778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.9961667221e-19 	8.0822371901e-06 	7.5000808912e-01 	1.3174259768e-08 	4.6373815300e-13 	
565 	 5.5878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.9618691616e-19 	8.0823878622e-06 	7.5000808927e-01 	1.3023452082e-08 	4.6373815300e-13 	
566 	 5.5978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.9279642100e-19 	8.0825368100e-06 	7.5000808942e-01 	1.2874370713e-08 	4.6373815300e-13 	
567 	 5.6078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.8944473731e-19 	8.0826840532e-06 	7.5000808957e-01 	1.2726995898e-08 	4.6373815300e-13 	
568 	 5.6178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.8613142079e-19 	8.0828296113e-06 	7.5000808971e-01 	1.2581308103e-08 	4.6373815300e-13 	
569 	 5.6278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.8285603226e-19 	8.0829735036e-06 	7.5000808986e-01 	1.2437288016e-08 	4.6373815300e-13 	
570 	 5.6378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.7961813756e-19 	8.0831157491e-06 	7.5000809000e-01 	1.2294916547e-08 	4.6373815300e-13 	
571 	 5.6478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.7641730748e-19 	8.0832563667e-06 	7.5000809014e-01 	1.2154174824e-08 	4.6373815300e-13 	
572 	 5.6578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.7325311775e-19 	8.0833953751e-06 	7.5000809028e-01 	1.2015044191e-08 	4.6373815300e-13 	
573 	 5.6678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.7012514893e-19 	8.0835327927e-06 	7.5000809042e-01 	1.1877506205e-08 	4.6373815300e-13 	
574 	 5.6778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.6703298641e-19 	8.0836686376e-06 	7.5000809055e-01 	1.1741542636e-08 	4.6373815300e-13 	
575 	 5.6878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.6397622029e-19 	8.0838029279e-06 	7.5000809069e-01 	1.1607135460e-08 	4.6373815300e-13 	
576 	 5.6978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.6095444541e-19 	8.0839356814e-06 	7.5000809082e-01 	1.1474266862e-08 	4.6373815300e-13 	
577 	 5.7078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.5796726120e-19 	8.0840669156e-06 	7.5000809095e-01 	1.1342919229e-08 	4.6373815300e-13 	
578 	 5.7178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.5501427170e-19 	8.0841966480e-06 	7.5000809108e-01 	1.1213075151e-08 	4.6373815300e-13 	
579 	 5.7278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.5209508549e-19 	8.0843248958e-06 	7.5000809121e-01 	1.1084717416e-08 	4.6373815300e-13 	
580 	 5.7378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.4920931561e-19 	8.0844516759e-06 	7.5000809134e-01 	1.0957829010e-08 	4.6373815300e-13 	
581 	 5.7478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.4635657954e-19 	8.0845770051e-06 	7.5000809146e-01 	1.0832393113e-08 	4.6373815300e-13 	
582 	 5.7578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.4353649914e-19 	8.0847009001e-06 	7.5000809159e-01 	1.0708393099e-08 	4.6373815300e-13 	
583 	 5.7678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.4074870059e-19 	8.0848233773e-06 	7.5000809171e-01 	1.0585812530e-08 	4.6373815300e-13 	
584 	 5.7778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.3799281437e-19 	8.0849444528e-06 	7.5000809183e-01 	1.0464635158e-08 	4.6373815300e-13 	
585 	 5.7878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.3526847516e-19 	8.0850641428e-06 	7.5000809195e-01 	1.0344844921e-08 	4.6373815300e-13 	
586 	 5.7978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.3257532185e-19 	8.0851824631e-06 	7.5000809207e-01 	1.0226425939e-08 	4.6373815300e-13 	
587 	 5.8078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.2991299744e-19 	8.0852994294e-06 	7.5000809219e-01 	1.0109362516e-08 	4.6373815300e-13 	
588 	 5.8178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.2728114904e-19 	8.0854150572e-06 	7.5000809230e-01 	9.9936391346e-09 	4.6373815300e-13 	
589 	 5.8278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.2467942778e-19 	8.0855293618e-06 	7.5000809242e-01 	9.8792404550e-09 	4.6373815300e-13 	
590 	 5.8378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.2210748879e-19 	8.0856423583e-06 	7.5000809253e-01 	9.7661513133e-09 	4.6373815300e-13 	
591 	 5.8478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.1956499115e-19 	8.0857540618e-06 	7.5000809264e-01 	9.6543567190e-09 	4.6373815300e-13 	
592 	 5.8578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.1705159784e-19 	8.0858644870e-06 	7.5000809275e-01 	9.5438418533e-09 	4.6373815300e-13 	
