iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	A 	B 	C 	D 	
25 	 4.0673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	9.0630111410e-23 	6.9555134957e-01 	3.0444865043e-01 	4.4588438620e-14 	
25 	 2.3026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	6.0666947157e-303 	1.9672959208e+00 	3.2704079192e-02 	6.2776977857e-13 	
25 	 5.6419899863e-03 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.0340409390e-18 	2.9983132385e+00 	1.6867615468e-03 	5.9868980800e-13 	
25 	 2.3940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	1.7401263165e-103 	2.9674676235e+00 	1.0325323765e+00 	3.4126292340e-13 	
25 	 2.3188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.4891239568e-40 	4.9399604915e+00 	6.0039508535e-02 	1.3962679001e-13 	
26 	 4.3173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.0008516258e-24 	6.7989573828e-01 	3.2010426172e-01 	4.4588438620e-14 	
26 	 2.5526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9637685330e+00 	3.6231467031e-02 	6.2776977857e-13 	
26 	 6.1373859453e-03 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.5045909061e-18 	2.9981650228e+00 	1.8349771965e-03 	5.9868980800e-13 	
26 	 2.6440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	2.2015061717e-114 	2.8759666958e+00 	1.1240333042e+00 	3.4126292340e-13 	
26 	 2.5688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	6.6323893525e-45 	4.9334606041e+00 	6.6539395934e-02 	1.3962679001e-13 	
27 	 4.5673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.7661694864e-25 	6.6459250668e-01 	3.3540749332e-01 	4.4588438620e-14 	
27 	 2.8026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9602474698e+00 	3.9752530216e-02 	6.2776977857e-13 	
27 	 6.6215229053e-03 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.1411609180e-19 	2.9980201828e+00 	1.9798172298e-03 	5.9868980800e-13 	
27 	 2.8940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	2.7852170144e-125 	2.7872871704e+00 	1.2127128296e+00 	3.4126292340e-13 	
27 	 2.8188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	2.9539910579e-49 	4.9269692691e+00 	7.3030730928e-02 	1.3962679001e-13 	
28 	 4.8173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	7.7967266631e-27 	6.4963372333e-01 	3.5036627667e-01 	4.4588438620e-14 	
28 	 3.0526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9567327199e+00 	4.3267280088e-02 	6.2776977857e-13 	
28 	 7.1169188643e-03 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-7.4806941119e-19 	2.9978719816e+00 	2.1280183928e-03 	5.9868980800e-13 	
28 	 3.1440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	3.5236938770e-136 	2.7013420501e+00 	1.2986579499e+00 	3.4126292340e-13 	
28 	 3.0688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.3571222368e-53 	4.9204864752e+00 	7.9513524772e-02 	1.3962679001e-13 	
29 	 5.0673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.4418523889e-28 	6.3501163532e-01 	3.6498836468e-01 	4.4588438620e-14 	
29 	 3.3026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9532242720e+00 	4.6775727966e-02 	6.2776977857e-13 	
29 	 7.6123148233e-03 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.0884853691e-18 	2.9977237878e+00 	2.2762122299e-03 	5.9868980800e-13 	
29 	 3.3940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	4.4579716678e-147 	2.6180470205e+00 	1.3819529795e+00 	3.4126292340e-13 	
29 	 3.3188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	6.8783733254e-58 	4.9140122113e+00 	8.5987788702e-02 	1.3962679001e-13 	
30 	 5.3173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.5194001764e-29 	6.2071866424e-01 	3.7928133576e-01 	4.4588438620e-14 	
30 	 3.5526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9497221149e+00 	5.0277885150e-02 	6.2776977857e-13 	
30 	 8.1077107823e-03 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.5838107815e-18 	2.9975756013e+00 	2.4243987412e-03 	5.9868980800e-13 	
30 	 3.6440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	5.6399653558e-158 	2.5373203669e+00 	1.4626796331e+00 	3.4126292340e-13 	
30 	 3.5688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	3.4862017820e-62 	4.9075464661e+00 	9.2453533944e-02 	1.3962679001e-13 	
31 	 5.5673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.7073675309e-31 	6.0674740226e-01 	3.9325259774e-01 	4.4588438620e-14 	
31 	 3.8026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9462262371e+00 	5.3773762919e-02 	6.2776977857e-13 	
31 	 8.5918477422e-03 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.4118538524e-19 	2.9974307897e+00 	2.5692102998e-03 	5.9868980800e-13 	
31 	 3.8940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	7.1353547274e-169 	2.4590828941e+00 	1.5409171059e+00 	3.4126292340e-13 	
31 	 3.8188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.7669298088e-66 	4.9010892283e+00 	9.8910771706e-02 	1.3962679001e-13 	
32 	 5.8173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.9609565600e-32 	5.9309060829e-01 	4.0690939171e-01 	4.4588438620e-14 	
32 	 4.0526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9427366275e+00 	5.7263372534e-02 	6.2776977857e-13 	
32 	 9.0872437012e-03 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-7.8745683891e-19 	2.9972826177e+00 	2.7173823274e-03 	5.9868980800e-13 	
32 	 4.1440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	9.0272340120e-180 	2.3832578492e+00 	1.6167421508e+00 	3.4126292340e-13 	
32 	 4.0688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	8.9554223894e-71 	4.8946404868e+00 	1.0535951318e-01 	1.3962679001e-13 	
33 	 6.0673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.3071094896e-33 	5.7974120421e-01 	4.2025879579e-01 	4.4588438620e-14 	
33 	 4.3026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9392532748e+00 	6.0746725230e-02 	6.2776977857e-13 	
33 	 9.5826396603e-03 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.1457964129e-18 	2.9971344530e+00 	2.8655470303e-03 	5.9868980800e-13 	
33 	 4.3940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	1.1420729175e-190 	2.3097708455e+00 	1.6902291545e+00 	3.4126292340e-13 	
33 	 4.3188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	4.5389233785e-75 	4.8882002305e+00 	1.1179976955e-01 	1.3962679001e-13 	
34 	 6.3173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.7702137241e-35 	5.6669227124e-01 	4.3330772876e-01 	4.4588438620e-14 	
34 	 4.5526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9357761678e+00 	6.4223832228e-02 	6.2776977857e-13 	
34 	 1.0078035619e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.6672017500e-18 	2.9969862956e+00 	3.0137044091e-03 	5.9868980800e-13 	
34 	 4.6440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	1.4448839446e-201 	2.2385497904e+00 	1.7614502096e+00 	3.4126292340e-13 	
34 	 4.5688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	2.3004861792e-79 	4.8817684480e+00 	1.1823155197e-01 	1.3962679001e-13 	
35 	 6.5673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.5472515260e-36 	5.5393704631e-01 	4.4606295369e-01 	4.4588438620e-14 	
35 	 4.8026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9323052953e+00 	6.7694704728e-02 	6.2776977857e-13 	
35 	 1.0562172579e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.6967993391e-19 	2.9968415125e+00 	3.1584874986e-03 	5.9868980800e-13 	
35 	 4.8940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	1.8279827684e-212 	2.1695248141e+00 	1.8304751859e+00 	3.4126292340e-13 	
35 	 4.8188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1659673934e-83 	4.8753451284e+00 	1.2465487161e-01 	1.3962679001e-13 	
36 	 6.8173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.1244800708e-37 	5.4146891857e-01 	4.5853108143e-01 	4.4588438620e-14 	
36 	 5.0526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9288406461e+00 	7.1159353906e-02 	6.2776977857e-13 	
36 	 1.1057568538e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-8.2891809753e-19 	2.9966933696e+00 	3.3066303964e-03 	5.9868980800e-13 	
36 	 5.1440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	2.3126570227e-223 	2.1026282012e+00 	1.8973717988e+00 	3.4126292340e-13 	
36 	 5.0688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	5.9095332755e-88 	4.8689302604e+00 	1.3106973958e-01 	1.3962679001e-13 	
37 	 7.0673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.9639991052e-39 	5.2928142599e-01 	4.7071857401e-01 	4.4588438620e-14 	
37 	 5.3026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9253822091e+00 	7.4617790923e-02 	6.2776977857e-13 	
37 	 1.1552964497e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.2061250037e-18 	2.9965452340e+00 	3.4547659711e-03 	5.9868980800e-13 	
37 	 5.3940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	2.9258385786e-234 	2.0377943241e+00 	1.9622056759e+00 	3.4126292340e-13 	
37 	 5.3188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	2.9951595328e-92 	4.8625238330e+00 	1.3747616702e-01 	1.3962679001e-13 	
38 	 7.3173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.1913493851e-40 	5.1736825197e-01 	4.8263174803e-01 	4.4588438620e-14 	
38 	 5.5526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9219299731e+00 	7.8070026915e-02 	6.2776977857e-13 	
38 	 1.2037101457e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.1213081284e-19 	2.9964004722e+00 	3.5995277531e-03 	5.9868980800e-13 	
38 	 5.6440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	3.7016000661e-245 	1.9749595793e+00 	2.0250404207e+00 	3.4126292340e-13 	
38 	 5.5688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.5180523078e-96 	4.8561258350e+00 	1.4387416503e-01 	1.3962679001e-13 	
39 	 7.5673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	9.6736764565e-42 	5.0572322210e-01 	4.9427677790e-01 	4.4588438620e-14 	
39 	 5.8026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9184839270e+00 	8.1516073003e-02 	6.2776977857e-13 	
39 	 1.2532497416e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.9967478049e-19 	2.9962523512e+00 	3.7476488490e-03 	5.9868980800e-13 	
39 	 5.8940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	4.6830481864e-256 	1.9140623239e+00 	2.0859376761e+00 	3.4126292340e-13 	
39 	 5.8188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	7.6940235871e-101 	4.8497362553e+00 	1.5026374470e-01 	1.3962679001e-13 	
40 	 7.8173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.2704288428e-43 	4.9434030093e-01 	5.0565969907e-01 	4.4588438620e-14 	
40 	 6.0526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9150440597e+00 	8.4955940283e-02 	6.2776977857e-13 	
40 	 1.3027893375e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-8.7256237861e-19 	2.9961042374e+00 	3.8957626228e-03 	5.9868980800e-13 	
40 	 6.1440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	5.9247190200e-267 	1.8550428162e+00 	2.1449571838e+00 	3.4126292340e-13 	
40 	 6.0688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	3.8996020529e-105 	4.8433550829e+00 	1.5664491710e-01 	1.3962679001e-13 	
41 	 8.0673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.8851739133e-44 	4.8321358886e-01 	5.1678641114e-01 	4.4588438620e-14 	
41 	 6.3026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9116103602e+00 	8.8389639836e-02 	6.2776977857e-13 	
41 	 1.3523289334e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.2696300217e-18 	2.9959561309e+00 	4.0438690749e-03 	5.9868980800e-13 	
41 	 6.3940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	7.4956084304e-278 	1.7978431564e+00 	2.2021568436e+00 	3.4126292340e-13 	
41 	 6.3188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.9764556215e-109 	4.8369823067e+00 	1.6301769330e-01 	1.3962679001e-13 	
42 	 8.3173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.3220697829e-46 	4.7233731909e-01 	5.2766268091e-01 	4.4588438620e-14 	
42 	 6.5526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9081828173e+00 	9.1817182720e-02 	6.2776977857e-13 	
42 	 1.4007426294e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.3383036687e-19 	2.9958113976e+00 	4.1886023976e-03 	5.9868980800e-13 	
42 	 6.6440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	9.4830059539e-289 	1.7424072301e+00 	2.2575927699e+00 	3.4126292340e-13 	
42 	 6.5688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.0017372980e-113 	4.8306179156e+00 	1.6938208435e-01 	1.3962679001e-13 	
43 	 8.5673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.6737642604e-47 	4.6170585462e-01 	5.3829414538e-01 	4.4588438620e-14 	
43 	 6.8026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9047614200e+00 	9.5238579974e-02 	6.2776977857e-13 	
43 	 1.4502822253e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-6.3124891882e-19 	2.9956633056e+00 	4.3366943737e-03 	5.9868980800e-13 	
43 	 6.8940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	1.1997345213e-299 	1.6886806530e+00 	2.3113193470e+00 	3.4126292340e-13 	
43 	 6.8188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	5.0771573281e-118 	4.8242618987e+00 	1.7573810128e-01 	1.3962679001e-13 	
44 	 8.8173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.6217772974e-48 	4.5131368531e-01 	5.4868631469e-01 	4.4588438620e-14 	
44 	 7.0526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.9013461574e+00 	9.8653842616e-02 	6.2776977857e-13 	
44 	 1.4998218212e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-9.1850462288e-19 	2.9955152210e+00 	4.4847790292e-03 	5.9868980800e-13 	
44 	 7.1440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	1.5178340377e-310 	1.6366107180e+00 	2.3633892820e+00 	3.4126292340e-13 	
44 	 7.0688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	2.5732820955e-122 	4.8179142449e+00 	1.8208575511e-01 	1.3962679001e-13 	
45 	 9.0673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	7.1593096775e-50 	4.4115542506e-01 	5.5884457494e-01 	4.4588438620e-14 	
45 	 7.3026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8979370184e+00 	1.0206298165e-01 	6.2776977857e-13 	
45 	 1.5493614171e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.3364787124e-18 	2.9953671436e+00 	4.6328563645e-03 	5.9868980800e-13 	
45 	 7.3940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	1.9169747059e-321 	1.5861463430e+00 	2.4138536570e+00 	3.4126292340e-13 	
45 	 7.3188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.3042299687e-126 	4.8115749432e+00 	1.8842505684e-01 	1.3962679001e-13 	
46 	 9.3173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.1604656904e-51 	4.3122580900e-01 	5.6877419100e-01 	4.4588438620e-14 	
46 	 7.5526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8945339920e+00 	1.0546600805e-01 	6.2776977857e-13 	
46 	 1.5977751131e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.5667244805e-19 	2.9952224388e+00 	4.7775612335e-03 	5.9868980800e-13 	
46 	 7.6440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.5372380211e+00 	2.4627619789e+00 	3.4126292340e-13 	
46 	 7.5688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	6.6102966879e-131 	4.8052439825e+00 	1.9475601746e-01 	1.3962679001e-13 	
47 	 9.5673408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.3951824729e-52 	4.2151969076e-01 	5.7848030924e-01 	4.4588438620e-14 	
47 	 7.8026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8911370672e+00 	1.0886293277e-01 	6.2776977857e-13 	
47 	 1.6473147090e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-6.6448550194e-19 	2.9950743759e+00 	4.9256240956e-03 	5.9868980800e-13 	
47 	 7.8940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.4898377719e+00 	2.5101622281e+00 	3.4126292340e-13 	
47 	 7.8188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	3.3503311034e-135 	4.7989213521e+00 	2.0107864794e-01 	1.3962679001e-13 	
48 	 9.8173408636e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.1590104860e-54 	4.1203203980e-01 	5.8796796020e-01 	4.4588438620e-14 	
48 	 8.0526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8877462332e+00 	1.1225376677e-01 	6.2776977857e-13 	
48 	 1.6968543049e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-9.6686582293e-19 	2.9949263204e+00 	5.0736796385e-03 	5.9868980800e-13 	
48 	 8.1440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.4438990944e+00 	2.5561009056e+00 	3.4126292340e-13 	
48 	 8.0688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.6980657650e-139 	4.7926070407e+00 	2.0739295925e-01 	1.3962679001e-13 	
49 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
49 	 8.3026339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8843614790e+00 	1.1563852096e-01 	6.2776977857e-13 	
49 	 1.7463939008e-02 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.4068471273e-18 	2.9947782721e+00 	5.2217278626e-03 	5.9868980800e-13 	
49 	 8.3940710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.3993769215e+00 	2.6006230785e+00 	3.4126292340e-13 	
49 	 8.3188226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	8.6063951692e-144 	4.7863010377e+00 	2.1369896234e-01 	1.3962679001e-13 	
50 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
50 	 8.5526339897e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8809827938e+00 	1.1901720623e-01 	6.2776977857e-13 	
50 	 1.7948075968e-02 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.8071721284e-19 	2.9946335957e+00 	5.3664042835e-03 	5.9868980800e-13 	
50 	 8.6440710589e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.3562275757e+00 	2.6437724243e+00 	3.4126292340e-13 	
50 	 8.5688226473e+01 	  1.0000000000e-01 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	4.3620240943e-148 	4.7800033319e+00 	2.1999666813e-01 	1.3962679001e-13 	
51 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
