iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	A 	B 	C 	
20 	 9.7248928914e+00 	  1.1529215046e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.6295472650e-04 	6.2704284196e-01 	3.7279420331e-01 	
21 	 1.0301353644e+01 	  1.1529215046e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	9.7169565795e-05 	6.0774882492e-01 	3.9215400552e-01 	
22 	 1.0958518901e+01 	  2.3058430092e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.3896133149e-05 	5.8644804614e-01 	4.1349805773e-01 	
23 	 1.2111440406e+01 	  2.3058430092e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.9163656179e-05 	5.5082967770e-01 	4.4915115865e-01 	
24 	 1.3264361911e+01 	  2.3058430092e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.8139529994e-06 	5.1735507160e-01 	4.8263811445e-01 	
25 	 1.5224328468e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.1747126885e-06 	4.6503750306e-01 	5.3496132223e-01 	
26 	 1.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.6096740681e-08 	3.7650646032e-01 	6.2349350358e-01 	
27 	 2.4106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.0671656007e-10 	2.8684261729e-01 	7.1315738230e-01 	
28 	 2.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.5826397929e-12 	2.1853191808e-01 	7.8146808191e-01 	
29 	 3.4106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.1633997698e-14 	1.6648920441e-01 	8.3351079559e-01 	
30 	 3.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.8172645493e-16 	1.2684030506e-01 	8.7315969494e-01 	
31 	 4.4106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.5539311976e-18 	9.6633670897e-02 	9.0336632910e-01 	
32 	 4.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	7.3838852915e-20 	7.3620655097e-02 	9.2637934490e-01 	
33 	 5.4106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.3189402443e-22 	5.6088119251e-02 	9.4391188075e-01 	
34 	 5.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	9.3724054554e-24 	4.2730903671e-02 	9.5726909633e-01 	
35 	 6.4106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.0559275754e-25 	3.2554668491e-02 	9.6744533151e-01 	
36 	 6.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.1896444833e-27 	2.4801872873e-02 	9.7519812713e-01 	
37 	 7.4106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.3402945709e-29 	1.8895382030e-02 	9.8110461797e-01 	
38 	 7.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.5100221638e-31 	1.4395504077e-02 	9.8560449592e-01 	
39 	 8.4106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.7012431331e-33 	1.0967258418e-02 	9.8903274158e-01 	
40 	 8.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.9166792829e-35 	8.3554390704e-03 	9.9164456093e-01 	
41 	 9.4106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.1593970914e-37 	6.3656165836e-03 	9.9363438342e-01 	
42 	 9.9106391821e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.4328513592e-39 	4.8496642902e-03 	9.9515033571e-01 	
43 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.0912611229e-39 	4.6195482151e-03 	9.9538045178e-01 	
