iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	A 	B 	C 	
14 	 2.2885491866e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.1265721588e-01 	7.3702511889e-01 	1.5031766523e-01 	
15 	 2.7497177885e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	7.2556117229e-02 	7.3528648206e-01 	1.9215740071e-01 	
16 	 3.2108863903e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.6729276115e-02 	7.1979535953e-01 	2.3347536436e-01 	
17 	 3.6720549922e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.0095673936e-02 	6.9623955075e-01 	2.7366477531e-01 	
18 	 4.1332235940e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.9382915059e-02 	6.6823854154e-01 	3.1237854340e-01 	
19 	 4.5943921959e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.2483435226e-02 	6.3808214430e-01 	3.4943442047e-01 	
20 	 5.0555607977e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.0398719476e-03 	6.0720608140e-01 	3.8475404665e-01 	
21 	 5.5167293995e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.1780251000e-03 	5.7649815581e-01 	4.1832381909e-01 	
22 	 5.9778980014e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.3348720117e-03 	5.4649531960e-01 	4.5016980839e-01 	
23 	 6.4390666032e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.1478017429e-03 	5.1751048249e-01 	4.8034171576e-01 	
24 	 6.9002352051e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.3832771724e-03 	4.8971407610e-01 	5.0890264673e-01 	
25 	 7.3614038069e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.9089029848e-04 	4.6318648474e-01 	5.3592262496e-01 	
26 	 7.8225724088e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.7377186563e-04 	4.3795171861e-01 	5.6147450952e-01 	
27 	 8.2837410106e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.6953388577e-04 	4.1399901140e-01 	5.8563145472e-01 	
28 	 8.7449096124e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.3799579748e-04 	3.9129664566e-01 	6.0846535854e-01 	
29 	 9.2060782143e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.5327958219e-04 	3.6980077721e-01 	6.3004594321e-01 	
30 	 9.6672468161e+00 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	9.8718677249e-05 	3.4946104304e-01 	6.5044023828e-01 	
31 	 1.0128415418e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3579095782e-05 	3.3022410184e-01 	6.6971231907e-01 	
32 	 1.0589584020e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.0947686224e-05 	3.1203584696e-01 	6.8792320536e-01 	
33 	 1.1050752622e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.6372080107e-05 	2.9484276811e-01 	7.0513085981e-01 	
34 	 1.1511921223e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.6984759661e-05 	2.7859276826e-01 	7.2139024698e-01 	
35 	 1.1973089825e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.0938919477e-05 	2.6323563302e-01 	7.3675342806e-01 	
36 	 1.2434258427e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	7.0451370353e-06 	2.4872327929e-01 	7.5126967557e-01 	
37 	 1.2895427029e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.5373728138e-06 	2.3500986477e-01 	7.6498559786e-01 	
38 	 1.3356595631e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.9222642439e-06 	2.2205181060e-01 	7.7794526714e-01 	
39 	 1.3817764233e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.8820645033e-06 	2.0980777068e-01 	7.9019034725e-01 	
40 	 1.4278932835e+01 	  4.6116860184e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.2121309022e-06 	1.9823856924e-01 	8.0176021863e-01 	
41 	 1.4970685737e+01 	  9.2233720369e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.2643603051e-07 	1.8206947238e-01 	8.1792990118e-01 	
42 	 1.5893022941e+01 	  9.2233720369e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.5978622584e-07 	1.6254296691e-01 	8.3745677330e-01 	
43 	 1.6815360145e+01 	  9.2233720369e-02 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.0773467656e-07 	1.4511046703e-01 	8.5488942524e-01 	
44 	 1.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.3372135025e-08 	1.2905344473e-01 	8.7094651190e-01 	
45 	 1.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.6700902326e-08 	1.1411721059e-01 	8.8588277271e-01 	
46 	 1.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.4308602366e-09 	1.0090963614e-01 	8.9909035743e-01 	
47 	 2.0768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.4762711963e-09 	8.9230660901e-02 	9.1076933662e-01 	
48 	 2.1768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	9.5351458624e-10 	7.8903372995e-02 	9.2109662605e-01 	
49 	 2.2768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.6716094244e-10 	6.9771333575e-02 	9.3022866606e-01 	
50 	 2.3768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.4137922964e-10 	6.1696208698e-02 	9.3830379116e-01 	
51 	 2.4768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.4439577480e-11 	5.4555674449e-02 	9.4544432550e-01 	
52 	 2.5768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.0962538866e-11 	4.8241564188e-02 	9.5175843579e-01 	
53 	 2.6768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.0718487551e-12 	4.2658230110e-02 	9.5734176988e-01 	
54 	 2.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.1081512951e-12 	3.7721094382e-02 	9.6227890562e-01 	
55 	 2.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.1968267452e-12 	3.3355367946e-02 	9.6664463205e-01 	
56 	 2.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.6085087953e-13 	2.9494917606e-02 	9.7050508239e-01 	
57 	 3.0768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.7745553733e-13 	2.6081264220e-02 	9.7391873578e-01 	
58 	 3.1768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.8331143819e-14 	2.3062696848e-02 	9.7693730315e-01 	
59 	 3.2768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.6311634373e-14 	2.0393489419e-02 	9.7960651058e-01 	
60 	 3.3768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.0131574926e-14 	1.8033208060e-02 	9.8196679194e-01 	
61 	 3.4768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.9012707849e-15 	1.5946098593e-02 	9.8405390141e-01 	
62 	 3.5768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.5022258482e-15 	1.4100544923e-02 	9.8589945508e-01 	
63 	 3.6768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.7844805537e-16 	1.2468590104e-02 	9.8753140990e-01 	
64 	 3.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.2273758181e-16 	1.1025512846e-02 	9.8897448715e-01 	
65 	 3.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.5767477115e-17 	9.7494530253e-03 	9.9025054697e-01 	
66 	 3.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.3025680134e-17 	8.6210805451e-03 	9.9137891945e-01 	
67 	 4.0768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.2716889723e-17 	7.6233025147e-03 	9.9237669749e-01 	
68 	 4.1768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.8967737705e-18 	6.7410043239e-03 	9.9325899568e-01 	
69 	 4.2768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.8855548708e-18 	5.9608206820e-03 	9.9403917932e-01 	
70 	 4.3768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	7.2605297641e-19 	5.2709331570e-03 	9.9472906684e-01 	
71 	 4.4768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.7957442804e-19 	4.6608911471e-03 	9.9533910885e-01 	
72 	 4.5768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.0765310984e-19 	4.1214535715e-03 	9.9587854643e-01 	
73 	 4.6768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.1452976005e-20 	3.6444488845e-03 	9.9635555112e-01 	
74 	 4.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.5961909714e-20 	3.2226512907e-03 	9.9677734871e-01 	
75 	 4.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.1463032641e-21 	2.8496712866e-03 	9.9715032871e-01 	
76 	 4.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.3666995047e-21 	2.5198588705e-03 	9.9748014113e-01 	
77 	 5.0768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	9.1132283990e-22 	2.2282179553e-03 	9.9777178204e-01 	
78 	 5.1768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.5091456134e-22 	1.9703306857e-03 	9.9802966931e-01 	
79 	 5.2768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.3512338764e-22 	1.7422905160e-03 	9.9825770948e-01 	
80 	 5.3768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.2030698922e-23 	1.5406430322e-03 	9.9845935697e-01 	
81 	 5.4768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.0034974533e-23 	1.3623336240e-03 	9.9863766638e-01 	
82 	 5.5768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	7.7146802381e-24 	1.2046612124e-03 	9.9879533879e-01 	
83 	 5.6768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.9706197518e-24 	1.0652373333e-03 	9.9893476267e-01 	
84 	 5.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.1438687616e-24 	9.4194995616e-04 	9.9905805004e-01 	
85 	 5.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.4045884371e-25 	8.3293149066e-04 	9.9916706851e-01 	
86 	 5.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.6960336370e-25 	7.3653049570e-04 	9.9926346950e-01 	
87 	 6.0768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.5307583053e-26 	6.5128666305e-04 	9.9934871334e-01 	
88 	 6.1768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.5147379501e-26 	5.7590869616e-04 	9.9942409130e-01 	
89 	 6.2768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	9.6832668949e-27 	5.0925474930e-04 	9.9949074525e-01 	
90 	 6.3768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.7286465601e-27 	4.5031513053e-04 	9.9954968487e-01 	
91 	 6.4768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.4357554903e-27 	3.9819700663e-04 	9.9960180299e-01 	
92 	 6.5768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.5285272363e-28 	3.5211087823e-04 	9.9964788912e-01 	
93 	 6.6768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.1288248300e-28 	3.1135862024e-04 	9.9968864138e-01 	
94 	 6.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.1972264532e-29 	2.7532290647e-04 	9.9972467709e-01 	
95 	 6.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.1564146313e-29 	2.4345785825e-04 	9.9975654214e-01 	
96 	 6.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.2153830504e-29 	2.1528077522e-04 	9.9978471922e-01 	
97 	 7.0768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	4.6798277807e-30 	1.9036482336e-04 	9.9980963518e-01 	
98 	 7.1768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.8015024876e-30 	1.6833256911e-04 	9.9983166743e-01 	
99 	 7.2768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.9385686698e-31 	1.4885026194e-04 	9.9985114974e-01 	
100 	 7.3768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.6725939129e-31 	1.3162277864e-04 	9.9986837722e-01 	
101 	 7.4768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.0276959747e-31 	1.1638915263e-04 	9.9988361085e-01 	
102 	 7.5768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.9659170036e-32 	1.0291862085e-04 	9.9989708138e-01 	
103 	 7.6768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.5137521808e-32 	9.1007128052e-05 	9.9990899287e-01 	
104 	 7.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.8696589411e-33 	8.0474235742e-05 	9.9991952576e-01 	
105 	 7.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.4135970001e-33 	7.1160388828e-05 	9.9992883961e-01 	
106 	 7.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.1669573231e-33 	6.2924498648e-05 	9.9993707550e-01 	
107 	 8.0768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.0581966637e-34 	5.5641805719e-05 	9.9994435819e-01 	
108 	 8.1768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.7568575136e-34 	4.9201989848e-05 	9.9995079801e-01 	
109 	 8.2768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.4107180651e-34 	4.3507498971e-05 	9.9995649250e-01 	
110 	 8.3768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.1327193321e-35 	3.8472071404e-05 	9.9996152793e-01 	
111 	 8.4768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-2.9389838329e-35 	3.4019429136e-05 	9.9996598057e-01 	
112 	 8.5768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.2709435563e-35 	3.0082122343e-05 	9.9996991788e-01 	
113 	 8.6768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-5.0441197278e-35 	2.6600507640e-05 	9.9997339949e-01 	
114 	 8.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-1.1254899232e-35 	2.3521844591e-05 	9.9997647816e-01 	
115 	 8.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	7.5073497728e-35 	2.0799496778e-05 	9.9997920050e-01 	
116 	 8.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	3.6938760731e-35 	1.8392225344e-05 	9.9998160777e-01 	
117 	 9.0768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-3.6649709807e-36 	1.6263564292e-05 	9.9998373644e-01 	
118 	 9.1768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-1.3587250526e-35 	1.4381268093e-05 	9.9998561873e-01 	
119 	 9.2768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	1.4213563411e-35 	1.2716823215e-05 	9.9998728318e-01 	
120 	 9.3768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	2.5078437291e-36 	1.1245016200e-05 	9.9998875498e-01 	
121 	 9.4768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.4159983859e-37 	9.9435517196e-06 	9.9999005645e-01 	
122 	 9.5768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-4.7012289440e-35 	8.7927148381e-06 	9.9999120729e-01 	
123 	 9.6768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-4.2622744192e-35 	7.7750723690e-06 	9.9999222493e-01 	
124 	 9.7768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-1.6848046989e-35 	6.8752087900e-06 	9.9999312479e-01 	
125 	 9.8768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	-3.0382580042e-35 	6.0794927253e-06 	9.9999392051e-01 	
126 	 9.9768762467e+01 	  1.0000000000e-01 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	8.8321870075e-36 	5.3758704536e-06 	9.9999462413e-01 	
127 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	5.1268600660e-38 	5.2251219444e-06 	9.9999477488e-01 	
